flight_id,date,day_of_week,carrier,flight_number,tail_number,origin,origin_lat,origin_lon,dest,sched_dep_local,dep_hour,scheduled_arr_local,distance_km,temp_c,wind_speed_kmh,wind_gust_kmh,precip_mm,snowfall_cm,cloud_cover_pct,weather_code,dep_delay_min,arr_delay_min,delayed_15,cancelled,delay_cause,late_aircraft_delay_min,weather_delay_min,inbound_delay,sched_dep_datetime,prev_sched_arr,prev_date,turnaround_minutes,tight_turnaround,delay_probability,risk,reason_type,reason_text,recommended_action
2015-01-09_NK853,2015-01-09,5,NK,853,N515NK,ORD,41.9796,-87.90446,DEN,21:40,21,23:22,1429,-18.4,20.0,37.8,0.0,0.0,3,0,45.0,35.0,1.0,0,nas,0.0,0.0,25.0,2015-01-09 21:40:00,23:43,2015-01-08,1485.0,0,0.6841824720744039,AMBER,cascade,Inbound aircraft slightly late (25 min),Consider aircraft swap or extend turnaround
2015-01-06_NK295,2015-01-06,2,NK,295,N516NK,ORD,41.9796,-87.90446,IAH,20:20,20,23:07,1489,-14.3,19.5,44.3,0.0,0.0,97,3,18.0,-4.0,1.0,0,none,,,0.0,2015-01-06 20:20:00,,,120.0,0,0.6436666000101916,AMBER,weather,Moderate wind gusts (44 km/h),"Monitor weather, prepare for ground stop"
2015-01-07_NK357,2015-01-07,3,NK,357,N516NK,ORD,41.9796,-87.90446,LAS,09:35,9,11:33,2437,-19.2,22.1,50.0,0.0,0.0,47,1,7.0,-9.0,0.0,0,none,,,-4.0,2015-01-07 09:35:00,23:07,2015-01-06,795.0,0,0.3698811688896728,GREEN,weather,Moderate wind gusts (50 km/h),"Monitor weather, prepare for ground stop"
2015-01-05_UA785,2015-01-05,1,UA,785,N516UA,ORD,41.9796,-87.90446,LAX,12:23,12,14:58,2807,-16.5,17.2,38.5,0.0,0.0,100,3,50.0,21.0,1.0,0,carrier,10.0,0.0,0.0,2015-01-05 12:23:00,,,120.0,0,0.6187225730570145,AMBER,demand,High-demand travel day,Pre-position standby crew
2015-01-06_UA406,2015-01-06,2,UA,406,N516UA,DEN,39.85841,-104.667,LGA,15:40,15,21:13,2607,3.0,6.8,9.4,0.0,0.0,0,0,259.0,220.0,1.0,0,late_aircraft,204.0,0.0,21.0,2015-01-06 15:40:00,14:58,2015-01-05,1637.0,0,0.6577230272261283,AMBER,cascade,Inbound aircraft slightly late (21 min),Consider aircraft swap or extend turnaround
2015-01-07_UA403,2015-01-07,3,UA,403,N516UA,DEN,39.85841,-104.667,SNA,11:21,11,12:45,1362,-11.0,3.6,13.3,0.0,0.0,100,3,16.0,48.0,1.0,0,nas,0.0,0.0,220.0,2015-01-07 11:21:00,21:13,2015-01-06,1181.0,0,0.8514029320359771,RED,cascade,Inbound aircraft 220 min late on previous leg,Consider aircraft swap or extend turnaround
2015-01-09_UA681,2015-01-09,5,UA,681,N516UA,ORD,41.9796,-87.90446,SFO,15:22,15,18:04,2971,-15.2,23.6,46.8,0.0,0.0,99,3,60.0,52.0,1.0,0,weather,0.0,52.0,48.0,2015-01-09 15:22:00,12:45,2015-01-07,3121.0,0,0.7988255737287989,RED,cascade,Inbound aircraft 48 min late on previous leg,Consider aircraft swap or extend turnaround
2015-01-10_UA685,2015-01-10,6,UA,685,N516UA,ORD,41.9796,-87.90446,SFO,18:03,18,20:44,2971,-7.8,19.5,34.2,0.0,0.0,100,3,45.0,34.0,1.0,0,carrier,0.0,0.0,52.0,2015-01-10 18:03:00,18:04,2015-01-09,1601.0,0,0.6636914045333061,AMBER,cascade,Inbound aircraft 52 min late on previous leg,Consider aircraft swap or extend turnaround
2015-01-07_MQ3649,2015-01-07,3,MQ,3649,N517MQ,ORD,41.9796,-87.90446,DSM,14:45,14,15:59,481,-17.8,23.5,49.7,0.0,0.0,18,0,96.0,107.0,1.0,0,weather,0.0,96.0,0.0,2015-01-07 14:45:00,,,120.0,0,0.5938388103143363,AMBER,weather,Moderate wind gusts (49 km/h),"Monitor weather, prepare for ground stop"
2015-01-07_MQ2997,2015-01-07,3,MQ,2997,N517MQ,ORD,41.9796,-87.90446,BNA,19:05,19,20:32,658,-20.4,13.8,30.6,0.0,0.0,8,0,218.0,210.0,1.0,0,late_aircraft,136.0,74.0,107.0,2015-01-07 19:05:00,15:59,2015-01-07,260.0,0,0.9289686016743208,RED,cascade,Inbound aircraft 107 min late on previous leg,Consider aircraft swap or extend turnaround
2015-01-11_MQ3456,2015-01-11,7,MQ,3456,N517MQ,ORD,41.9796,-87.90446,DSM,11:10,11,12:24,481,-5.2,11.7,24.5,0.0,0.0,97,3,10.0,6.0,0.0,0,none,,,0.0,2015-01-11 11:10:00,17:59,2015-01-08,4045.0,0,0.1656403069294216,GREEN,low_risk,Multiple minor factors combined,Monitor as normal
2015-01-11_MQ3618,2015-01-11,7,MQ,3618,N517MQ,ORD,41.9796,-87.90446,LIT,15:10,15,16:56,888,-0.8,10.9,22.0,0.0,0.0,100,3,14.0,8.0,0.0,0,none,,,6.0,2015-01-11 15:10:00,12:24,2015-01-11,240.0,0,0.2908209667555817,GREEN,low_risk,Multiple minor factors combined,Monitor as normal
2015-01-11_MQ3233,2015-01-11,7,MQ,3233,N517MQ,ORD,41.9796,-87.90446,XNA,20:40,20,22:17,840,-2.6,9.1,16.6,0.4,0.28,100,73,39.0,91.0,1.0,0,nas,0.0,39.0,8.0,2015-01-11 20:40:00,16:56,2015-01-11,330.0,0,0.8503214540208784,RED,congestion,Evening peak congestion bank,Retime departure if possible to avoid peak
2015-01-08_NK731,2015-01-08,4,NK,731,N517NK,ORD,41.9796,-87.90446,LAX,07:25,7,10:02,2807,-24.4,16.9,35.3,0.0,0.0,100,3,-6.0,-16.0,0.0,0,none,,,0.0,2015-01-08 07:25:00,,,120.0,0,0.5490430297370579,AMBER,congestion,Morning peak bank,Retime departure if possible to avoid peak
2015-01-08_NK425,2015-01-08,4,NK,425,N517NK,ORD,41.9796,-87.90446,FLL,17:32,17,21:38,1902,-12.5,25.6,52.9,0.3,0.21,100,73,5.0,29.0,0.0,0,nas,0.0,0.0,-16.0,2015-01-08 17:32:00,10:02,2015-01-08,607.0,0,0.5233452056241921,AMBER,weather,Moderate wind gusts (52 km/h),"Monitor weather, prepare for ground stop"
2015-01-09_NK219,2015-01-09,5,NK,219,N517NK,ORD,41.9796,-87.90446,ATL,10:44,10,13:34,975,-17.1,16.2,36.4,0.0,0.0,69,2,-3.0,-10.0,0.0,0,none,,,29.0,2015-01-09 10:44:00,21:38,2015-01-08,1032.0,0,0.3970026706318536,GREEN,cascade,Inbound aircraft slightly late (29 min),Consider aircraft swap or extend turnaround
2015-01-10_NK731,2015-01-10,6,NK,731,N517NK,ORD,41.9796,-87.90446,LAX,07:25,7,10:02,2807,-20.7,13.6,25.6,0.0,0.0,0,0,-3.0,-7.0,0.0,0,none,,,-10.0,2015-01-10 07:25:00,13:34,2015-01-09,1241.0,0,0.123058667884359,GREEN,congestion,Morning peak bank,Retime departure if possible to avoid peak
2015-01-10_NK425,2015-01-10,6,NK,425,N517NK,ORD,41.9796,-87.90446,FLL,17:32,17,21:38,1902,-8.4,16.2,32.4,0.0,0.0,100,3,-3.0,-4.0,0.0,0,none,,,-7.0,2015-01-10 17:32:00,10:02,2015-01-10,607.0,0,0.6139307651017006,AMBER,congestion,Evening peak congestion bank,Retime departure if possible to avoid peak
2015-01-10_MQ3388,2015-01-10,6,MQ,3388,N518MQ,ORD,41.9796,-87.90446,JAX,08:30,8,11:49,1390,-20.8,14.5,26.3,0.0,0.0,0,0,34.0,19.0,1.0,0,late_aircraft,14.0,0.0,0.0,2015-01-10 08:30:00,11:10,2015-01-06,5705.0,0,0.3931457515302612,GREEN,congestion,Morning peak bank,Retime departure if possible to avoid peak
2015-01-10_MQ3618,2015-01-10,6,MQ,3618,N518MQ,ORD,41.9796,-87.90446,LIT,15:10,15,16:56,888,-9.5,17.8,35.3,0.0,0.0,93,3,15.0,15.0,1.0,0,weather,0.0,15.0,19.0,2015-01-10 15:10:00,11:49,2015-01-10,400.0,0,0.4537713096210025,AMBER,cascade,Inbound aircraft slightly late (19 min),Consider aircraft swap or extend turnaround
2015-01-11_MQ3094,2015-01-11,7,MQ,3094,N518MQ,ORD,41.9796,-87.90446,ELP,10:15,10,12:28,1989,-7.2,12.5,23.8,0.0,0.0,90,3,86.0,77.0,1.0,0,late_aircraft,56.0,0.0,15.0,2015-01-11 10:15:00,16:56,2015-01-10,1145.0,0,0.087858750290514,GREEN,low_risk,Multiple minor factors combined,Monitor as normal
2015-01-05_B698,2015-01-05,1,B6,98,N519JB,DEN,39.85841,-104.667,JFK,23:58,23,05:29,2617,0.2,7.2,24.1,0.0,0.0,100,3,26.0,10.0,1.0,0,none,,,0.0,2015-01-05 23:58:00,,,120.0,0,0.4636330659492965,AMBER,demand,High-demand travel day,Pre-position standby crew
2015-01-05_MQ2757,2015-01-05,1,MQ,2757,N519MQ,ORD,41.9796,-87.90446,ABQ,10:35,10,12:33,1799,-18.7,13.6,25.9,0.0,0.0,2,0,137.0,126.0,1.0,0,late_aircraft,74.0,52.0,0.0,2015-01-05 10:35:00,,,120.0,0,0.5953479579225178,AMBER,demand,High-demand travel day,Pre-position standby crew
2015-01-05_MQ3107,2015-01-05,1,MQ,3107,N519MQ,ORD,41.9796,-87.90446,GRR,21:00,21,22:53,220,-14.6,10.2,19.8,0.4,0.28,100,73,152.0,180.0,1.0,0,late_aircraft,78.0,74.0,126.0,2015-01-05 21:00:00,12:33,2015-01-05,625.0,0,0.8505045346523441,RED,cascade,Inbound aircraft 126 min late on previous leg,Consider aircraft swap or extend turnaround
2015-01-06_MQ3101,2015-01-06,2,MQ,3101,N519MQ,ORD,41.9796,-87.90446,OKC,12:45,12,14:56,1115,-14.2,16.6,31.3,0.0,0.0,83,3,47.0,47.0,1.0,0,carrier,3.0,0.0,180.0,2015-01-06 12:45:00,22:53,2015-01-05,945.0,0,0.7721309548785207,RED,cascade,Inbound aircraft 180 min late on previous leg,Consider aircraft swap or extend turnaround
2015-01-06_MQ3606,2015-01-06,2,MQ,3606,N519MQ,ORD,41.9796,-87.90446,DTW,18:20,18,20:37,378,-14.1,20.4,43.6,0.0,0.0,90,3,76.0,68.0,1.0,0,weather,30.0,38.0,47.0,2015-01-06 18:20:00,14:56,2015-01-06,335.0,0,0.919128516733566,RED,cascade,Inbound aircraft 47 min late on previous leg,Consider aircraft swap or extend turnaround
2015-01-06_MQ2910,2015-01-06,2,MQ,2910,N519MQ,ORD,41.9796,-87.90446,DTW,22:15,22,00:24,378,-14.5,20.6,43.9,0.0,0.0,85,3,103.0,101.0,1.0,0,late_aircraft,92.0,9.0,68.0,2015-01-06 22:15:00,20:37,2015-01-06,235.0,0,0.915402945473605,RED,cascade,Inbound aircraft 68 min late on previous leg,Consider aircraft swap or extend turnaround
2015-01-07_MQ3494,2015-01-07,3,MQ,3494,N519MQ,ORD,41.9796,-87.90446,SYR,08:00,8,10:43,977,-18.6,21.9,50.0,0.0,0.0,43,1,86.0,91.0,1.0,0,weather,14.0,72.0,101.0,2015-01-07 08:00:00,00:24,2015-01-06,585.0,0,0.537918950696458,AMBER,cascade,Inbound aircraft 101 min late on previous leg,Consider aircraft swap or extend turnaround
2015-01-07_MQ3618,2015-01-07,3,MQ,3618,N519MQ,ORD,41.9796,-87.90446,LIT,15:10,15,16:56,888,-17.8,22.0,45.4,0.0,0.0,25,1,104.0,82.0,1.0,0,weather,21.0,61.0,91.0,2015-01-07 15:10:00,10:43,2015-01-07,430.0,0,0.8494608329449751,RED,cascade,Inbound aircraft 91 min late on previous leg,Consider aircraft swap or extend turnaround
2015-01-08_MQ3269,2015-01-08,4,MQ,3269,N519MQ,ORD,41.9796,-87.90446,BNA,08:45,8,10:13,658,-23.7,16.8,35.3,0.0,0.0,100,3,193.0,177.0,1.0,0,carrier,0.0,0.0,82.0,2015-01-08 08:45:00,16:56,2015-01-07,1055.0,0,0.6272073137106086,AMBER,cascade,Inbound aircraft 82 min late on previous leg,Consider aircraft swap or extend turnaround
2015-01-09_MQ3230,2015-01-09,5,MQ,3230,N519MQ,ORD,41.9796,-87.90446,CMH,08:40,8,10:54,476,-16.5,16.9,39.6,0.0,0.0,34,1,0.0,-7.0,0.0,0,none,,,0.0,2015-01-09 08:40:00,00:07,2015-01-08,590.0,0,0.5430551655794931,AMBER,congestion,Morning peak bank,Retime departure if possible to avoid peak
2015-01-09_MQ3325,2015-01-09,5,MQ,3325,N519MQ,ORD,41.9796,-87.90446,GRR,12:45,12,14:31,220,-16.4,24.1,48.6,0.0,0.0,98,3,87.0,94.0,1.0,0,weather,0.0,87.0,-7.0,2015-01-09 12:45:00,10:54,2015-01-09,245.0,0,0.5563454337557956,AMBER,weather,Moderate wind gusts (48 km/h),"Monitor weather, prepare for ground stop"
2015-01-09_MQ3383,2015-01-09,5,MQ,3383,N519MQ,ORD,41.9796,-87.90446,XNA,19:35,19,21:14,840,-17.4,18.0,36.7,0.0,0.0,2,0,20.0,26.0,1.0,0,carrier,0.0,0.0,94.0,2015-01-09 19:35:00,14:31,2015-01-09,410.0,0,0.8729867365495869,RED,cascade,Inbound aircraft 94 min late on previous leg,Consider aircraft swap or extend turnaround
2015-01-05_NK893,2015-01-05,1,NK,893,N519NK,ORD,41.9796,-87.90446,DFW,09:15,9,11:46,1291,-19.5,12.2,25.6,0.0,0.0,2,0,9.0,-7.0,0.0,0,none,,,0.0,2015-01-05 09:15:00,,,120.0,0,0.655515187907128,AMBER,demand,High-demand travel day,Pre-position standby crew
2015-01-05_NK719,2015-01-05,1,NK,719,N519NK,DEN,39.85841,-104.667,LAS,18:45,18,19:37,1011,2.8,5.8,20.2,0.0,0.0,96,3,56.0,46.0,1.0,0,nas,0.0,0.0,-7.0,2015-01-05 18:45:00,11:46,2015-01-05,570.0,0,0.666753631429526,AMBER,congestion,Evening peak congestion bank,Retime departure if possible to avoid peak
2015-01-06_NK245,2015-01-06,2,NK,245,N519NK,ORD,41.9796,-87.90446,LAS,15:40,15,17:38,2437,-12.4,21.7,42.8,0.0,0.0,91,3,59.0,53.0,1.0,0,nas,0.0,0.0,46.0,2015-01-06 15:40:00,19:37,2015-01-05,1255.0,0,0.7887691122637428,RED,cascade,Inbound aircraft 46 min late on previous leg,Consider aircraft swap or extend turnaround
2015-01-07_NK624,2015-01-07,3,NK,624,N519NK,DEN,39.85841,-104.667,ORD,06:00,6,09:26,1429,-11.0,10.3,16.9,0.0,0.07,100,71,-6.0,14.0,0.0,0,none,,,53.0,2015-01-07 06:00:00,17:38,2015-01-06,860.0,0,0.1389061800134634,GREEN,cascade,Inbound aircraft 53 min late on previous leg,Consider aircraft swap or extend turnaround
2015-01-07_NK927,2015-01-07,3,NK,927,N519NK,ORD,41.9796,-87.90446,MCO,10:06,10,13:43,1617,-19.3,22.5,51.8,0.0,0.0,40,1,21.0,27.0,1.0,0,nas,0.0,0.0,14.0,2015-01-07 10:06:00,09:26,2015-01-07,246.0,0,0.5792506188692615,AMBER,weather,Moderate wind gusts (51 km/h),"Monitor weather, prepare for ground stop"
2015-01-08_NK357,2015-01-08,4,NK,357,N519NK,ORD,41.9796,-87.90446,LAS,09:35,9,11:33,2437,-22.9,18.3,34.6,0.0,0.0,100,3,14.0,18.0,0.0,0,nas,0.0,0.0,27.0,2015-01-08 09:35:00,13:43,2015-01-07,1409.0,0,0.5436520243918864,AMBER,cascade,Inbound aircraft slightly late (27 min),Consider aircraft swap or extend turnaround
2015-01-11_NK409,2015-01-11,7,NK,409,N519NK,ORD,41.9796,-87.90446,FLL,05:30,5,09:38,1902,-8.4,14.0,27.7,0.0,0.0,1,0,-7.0,-18.0,0.0,0,none,,,18.0,2015-01-11 05:30:00,11:33,2015-01-08,4075.0,0,0.0943861041605395,GREEN,cascade,Inbound aircraft slightly late (18 min),Consider aircraft swap or extend turnaround
2015-01-09_US1868,2015-01-09,5,US,1868,N519UW,DEN,39.85841,-104.667,CLT,12:15,12,17:20,2152,-8.9,1.1,9.0,0.0,0.0,79,2,2.0,-13.0,0.0,0,none,,,0.0,2015-01-09 12:15:00,,,120.0,0,0.2590876490637671,GREEN,demand,High-demand travel day,Pre-position standby crew
2015-01-08_AA313,2015-01-08,4,AA,313,N520AA,DEN,39.85841,-104.667,DFW,12:10,12,15:05,1032,2.4,7.4,14.8,0.0,0.0,0,0,26.0,34.0,1.0,0,late_aircraft,26.0,0.0,0.0,2015-01-08 12:10:00,,,120.0,0,0.3290906065188309,GREEN,low_risk,Multiple minor factors combined,Monitor as normal
2015-01-10_AA2305,2015-01-10,6,AA,2305,N520AA,ORD,41.9796,-87.90446,DFW,07:30,7,10:05,1291,-20.7,13.6,25.6,0.0,0.0,0,0,-2.0,-10.0,0.0,0,none,,,34.0,2015-01-10 07:30:00,15:05,2015-01-08,2600.0,0,0.2168566473162712,GREEN,cascade,Inbound aircraft 34 min late on previous leg,Consider aircraft swap or extend turnaround
2015-01-05_MQ2855,2015-01-05,1,MQ,2855,N520MQ,ORD,41.9796,-87.90446,SYR,09:45,9,12:23,977,-19.5,12.2,25.6,0.0,0.0,2,0,153.0,141.0,1.0,0,late_aircraft,101.0,40.0,0.0,2015-01-05 09:45:00,,,120.0,0,0.6609975395701967,AMBER,demand,High-demand travel day,Pre-position standby crew
2015-01-06_MQ3082,2015-01-06,2,MQ,3082,N520MQ,ORD,41.9796,-87.90446,MSP,17:50,17,19:14,538,-13.5,19.8,42.1,0.0,0.0,90,3,103.0,138.0,1.0,0,carrier,0.0,0.0,0.0,2015-01-06 17:50:00,21:18,2015-01-05,1335.0,0,0.6925313116345877,AMBER,weather,Moderate wind gusts (42 km/h),"Monitor weather, prepare for ground stop"
2015-01-06_MQ3315,2015-01-06,2,MQ,3315,N520MQ,ORD,41.9796,-87.90446,MEM,22:00,22,23:41,790,-14.5,20.6,43.9,0.0,0.0,85,3,115.0,98.0,1.0,0,late_aircraft,94.0,4.0,138.0,2015-01-06 22:00:00,19:14,2015-01-06,250.0,0,0.8748686221010229,RED,cascade,Inbound aircraft 138 min late on previous leg,Consider aircraft swap or extend turnaround
2015-01-07_MQ3269,2015-01-07,3,MQ,3269,N520MQ,ORD,41.9796,-87.90446,BNA,08:45,8,10:13,658,-18.6,21.9,50.0,0.0,0.0,43,1,40.0,41.0,1.0,0,carrier,6.0,0.0,98.0,2015-01-07 08:45:00,23:41,2015-01-06,645.0,0,0.5841825398142381,AMBER,cascade,Inbound aircraft 98 min late on previous leg,Consider aircraft swap or extend turnaround
2015-01-07_MQ3669,2015-01-07,3,MQ,3669,N520MQ,ORD,41.9796,-87.90446,BNA,12:49,12,14:14,658,-18.7,25.7,56.2,0.0,0.0,29,1,106.0,102.0,1.0,0,weather,38.0,64.0,41.0,2015-01-07 12:49:00,10:13,2015-01-07,244.0,0,0.8045133094350512,RED,cascade,Inbound aircraft 41 min late on previous leg,Consider aircraft swap or extend turnaround
2015-01-07_MQ3203,2015-01-07,3,MQ,3203,N520MQ,ORD,41.9796,-87.90446,CLE,17:15,17,19:28,507,-18.9,15.8,42.1,0.0,0.0,19,0,152.0,159.0,1.0,0,late_aircraft,119.0,33.0,102.0,2015-01-07 17:15:00,14:14,2015-01-07,266.0,0,0.8937278225155112,RED,cascade,Inbound aircraft 102 min late on previous leg,Consider aircraft swap or extend turnaround
2015-01-08_MQ3157,2015-01-08,4,MQ,3157,N520MQ,ORD,41.9796,-87.90446,ABQ,10:25,10,12:33,1799,-21.4,19.0,36.4,0.0,0.0,100,3,144.0,185.0,1.0,0,weather,54.0,90.0,159.0,2015-01-08 10:25:00,19:28,2015-01-07,1030.0,0,0.653574072763343,AMBER,cascade,Inbound aircraft 159 min late on previous leg,Consider aircraft swap or extend turnaround
2015-01-08_MQ3233,2015-01-08,4,MQ,3233,N520MQ,ORD,41.9796,-87.90446,XNA,20:40,20,22:17,840,-9.3,26.6,55.8,0.3,0.21,100,73,107.0,162.0,1.0,0,weather,8.0,99.0,0.0,2015-01-08 20:40:00,21:14,2015-01-08,65.0,0,0.9900552820033736,RED,turnaround,Moderate turnaround (65 min),Add ground time buffer or expedite handling
2015-01-11_MQ3138,2015-01-11,7,MQ,3138,N520MQ,ORD,41.9796,-87.90446,DTW,09:20,9,11:36,378,-8.5,11.5,24.5,0.0,0.0,88,3,10.0,0.0,0.0,0,none,,,0.0,2015-01-11 09:20:00,12:02,2015-01-09,2885.0,0,0.1204843268979701,GREEN,low_risk,Multiple minor factors combined,Monitor as normal
2015-01-11_MQ3020,2015-01-11,7,MQ,3020,N520MQ,ORD,41.9796,-87.90446,CLE,13:23,13,15:35,507,-2.3,12.8,26.6,0.0,0.0,81,3,6.0,0.0,0.0,0,none,,,0.0,2015-01-11 13:23:00,11:36,2015-01-11,243.0,0,0.1907722928241996,GREEN,low_risk,Multiple minor factors combined,Monitor as normal
2015-01-11_MQ3675,2015-01-11,7,MQ,3675,N520MQ,ORD,41.9796,-87.90446,MEM,17:25,17,19:06,790,-1.2,6.4,19.4,0.0,0.0,100,3,25.0,22.0,1.0,0,weather,0.0,22.0,0.0,2015-01-11 17:25:00,15:35,2015-01-11,242.0,0,0.607411511790445,AMBER,congestion,Evening peak congestion bank,Retime departure if possible to avoid peak
2015-01-05_US2077,2015-01-05,1,US,2077,N520UW,ORD,41.9796,-87.90446,CLT,07:25,7,10:24,964,-19.3,12.0,25.2,0.0,0.0,2,0,15.0,7.0,1.0,0,none,,,0.0,2015-01-05 07:25:00,,,120.0,0,0.5348667683949491,AMBER,congestion,Morning peak bank,Retime departure if possible to avoid peak
2015-01-11_MQ3269,2015-01-11,7,MQ,3269,N521MQ,ORD,41.9796,-87.90446,BNA,08:45,8,10:13,658,-8.7,12.0,25.6,0.0,0.0,80,3,4.0,-5.0,0.0,0,none,,,0.0,2015-01-11 08:45:00,19:14,2015-01-08,3775.0,0,0.1072609332173031,GREEN,congestion,Morning peak bank,Retime departure if possible to avoid peak
2015-01-11_MQ3339,2015-01-11,7,MQ,3339,N521MQ,ORD,41.9796,-87.90446,SYR,13:25,13,16:03,977,-2.3,12.8,26.6,0.0,0.0,81,3,0.0,4.0,0.0,0,none,,,-5.0,2015-01-11 13:25:00,10:13,2015-01-11,280.0,0,0.1471738692960141,GREEN,low_risk,Multiple minor factors combined,Monitor as normal
2015-01-11_MQ3383,2015-01-11,7,MQ,3383,N521MQ,ORD,41.9796,-87.90446,XNA,19:35,19,21:14,840,-2.3,9.3,16.9,0.4,0.28,100,73,36.0,107.0,1.0,0,nas,0.0,36.0,4.0,2015-01-11 19:35:00,16:03,2015-01-11,370.0,0,0.7848812542692444,RED,congestion,Evening peak congestion bank,Retime departure if possible to avoid peak
2015-01-08_NK409,2015-01-08,4,NK,409,N521NK,ORD,41.9796,-87.90446,FLL,05:30,5,09:38,1902,-24.8,16.4,31.3,0.0,0.0,98,3,-3.0,-30.0,0.0,0,none,,,0.0,2015-01-08 05:30:00,,,120.0,0,0.5495266882628307,AMBER,low_risk,Multiple minor factors combined,Monitor as normal
2015-01-06_US1831,2015-01-06,2,US,1831,N521UW,ORD,41.9796,-87.90446,CLT,07:25,7,10:27,964,-16.2,11.0,18.0,0.0,0.0,20,1,8.0,26.0,0.0,0,nas,0.0,0.0,0.0,2015-01-06 07:25:00,,,120.0,0,0.4530670498406232,AMBER,congestion,Morning peak bank,Retime departure if possible to avoid peak
2015-01-08_US1896,2015-01-08,4,US,1896,N521UW,ORD,41.9796,-87.90446,PHL,06:00,6,09:05,1091,-24.8,17.2,34.2,0.0,0.0,100,3,31.0,15.0,1.0,0,carrier,0.0,0.0,26.0,2015-01-08 06:00:00,10:27,2015-01-06,2795.0,0,0.5356985899140777,AMBER,cascade,Inbound aircraft slightly late (26 min),Consider aircraft swap or extend turnaround
2015-01-08_US2058,2015-01-08,4,US,2058,N521UW,DEN,39.85841,-104.667,PHL,13:45,13,19:10,2507,2.9,6.0,12.6,0.0,0.0,2,0,-6.0,-23.0,0.0,0,none,,,15.0,2015-01-08 13:45:00,09:05,2015-01-08,465.0,0,0.24786577865525,GREEN,low_risk,Multiple minor factors combined,Monitor as normal
2015-01-05_NK219,2015-01-05,1,NK,219,N522NK,ORD,41.9796,-87.90446,ATL,10:44,10,13:34,975,-18.7,13.6,25.9,0.0,0.0,2,0,78.0,77.0,1.0,0,nas,0.0,0.0,0.0,2015-01-05 10:44:00,,,120.0,0,0.583193763099126,AMBER,demand,High-demand travel day,Pre-position standby crew
2015-01-08_NK853,2015-01-08,4,NK,853,N522NK,ORD,41.9796,-87.90446,DEN,21:40,21,23:22,1429,-8.2,25.9,55.4,0.1,0.07,100,71,157.0,170.0,1.0,0,nas,0.0,0.0,77.0,2015-01-08 21:40:00,13:34,2015-01-05,4976.0,0,0.8995472802526823,RED,cascade,Inbound aircraft 77 min late on previous leg,Consider aircraft swap or extend turnaround
2015-01-11_NK561,2015-01-11,7,NK,561,N522NK,DEN,39.85841,-104.667,LAS,11:30,11,12:25,1011,0.3,3.3,12.6,0.0,0.0,99,3,38.0,35.0,1.0,0,nas,0.0,0.0,170.0,2015-01-11 11:30:00,23:22,2015-01-08,3710.0,0,0.529725538190084,AMBER,cascade,Inbound aircraft 170 min late on previous leg,Consider aircraft swap or extend turnaround
2015-01-11_NK720,2015-01-11,7,NK,720,N522NK,DEN,39.85841,-104.667,DFW,20:55,20,23:43,1032,-0.5,2.3,6.8,0.0,0.0,92,3,68.0,63.0,1.0,0,nas,0.0,0.0,35.0,2015-01-11 20:55:00,12:25,2015-01-11,565.0,0,0.6104682181429897,AMBER,cascade,Inbound aircraft 35 min late on previous leg,Consider aircraft swap or extend turnaround
2015-01-05_UA707,2015-01-05,1,UA,707,N522UA,ORD,41.9796,-87.90446,DEN,05:33,5,07:18,1429,-18.9,12.7,27.4,0.0,0.0,7,0,13.0,7.0,0.0,0,none,,,0.0,2015-01-05 05:33:00,,,120.0,0,0.3271602062439641,GREEN,demand,High-demand travel day,Pre-position standby crew
2015-01-05_UA581,2015-01-05,1,UA,581,N522UA,DEN,39.85841,-104.667,IAD,08:23,8,13:31,2337,-12.6,12.6,28.8,0.0,0.0,100,3,8.0,3.0,0.0,0,none,,,7.0,2015-01-05 08:23:00,07:18,2015-01-05,170.0,0,0.2804739227880301,GREEN,congestion,Morning peak bank,Retime departure if possible to avoid peak
2015-01-07_UA661,2015-01-07,3,UA,661,N522UA,ORD,41.9796,-87.90446,LAX,08:48,8,11:19,2807,-18.6,21.9,50.0,0.0,0.0,43,1,-1.0,0.0,0.0,0,none,,,3.0,2015-01-07 08:48:00,13:31,2015-01-05,2905.0,0,0.4027455848894472,AMBER,weather,Moderate wind gusts (50 km/h),"Monitor weather, prepare for ground stop"
2015-01-08_UA401,2015-01-08,4,UA,401,N522UA,DEN,39.85841,-104.667,LAX,08:05,8,09:32,1387,-3.1,8.8,19.8,0.0,0.0,0,0,4.0,18.0,0.0,0,nas,0.0,0.0,0.0,2015-01-08 08:05:00,11:19,2015-01-07,1397.0,0,0.1547751534811063,GREEN,congestion,Morning peak bank,Retime departure if possible to avoid peak
2015-01-08_UA830,2015-01-08,4,UA,830,N522UA,DEN,39.85841,-104.667,ORD,15:20,15,18:46,1429,3.4,6.8,10.4,0.0,0.0,0,0,217.0,295.0,1.0,0,nas,0.0,0.0,18.0,2015-01-08 15:20:00,09:32,2015-01-08,435.0,0,0.5076557395895641,AMBER,cascade,Inbound aircraft slightly late (18 min),Consider aircraft swap or extend turnaround
